id,timestep,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,odor,velocity_a,acceleration_x,acceleration_y,acceleration_z,acceleration_a,heading_xy,heading_xz,heading_xyz,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_a,angular_acceleration_x,angular_acceleration_y,angular_acceleration_z,angular_acceleration_a,distance_from_wall,trajectory_id
19507239,0,-0.176333,0.0660338,0.0418814,0.417762,0.115133,0.0318798,400.0,0.434508,0.1572,-0.3542,-0.26786,0.471082,164.592,175.636,164.041,-0.103445,0.618694,-0.878828,1.07973,-14.7721,78.3855,-87.416,118.339,0.0839662,s20140924_123536_4874
19507240,1,-0.17215,0.0671734,0.0421913,0.419334,0.111591,0.0292012,400.0,0.434909,0.67055,-0.6239,-0.59565,1.09256,165.098,176.017,164.62,-0.251166,1.40255,-1.75299,2.25902,-22.995,119.866,-123.108,173.356,0.0828266,s20140924_123536_4874
19507241,2,-0.167912,0.0682477,0.0424436,0.431173,0.102655,0.0199668,400.0,0.443674,2.0275,-1.08211,-1.32191,2.65126,166.608,177.349,166.366,-0.563345,3.01601,-3.34099,4.53607,-30.9099,158.829,-130.971,208.172,0.0817523,s20140924_123536_4874
19507242,3,-0.163471,0.0692139,0.042564,0.459884,0.0899488,0.00276292,400.0,0.468606,3.33505,-1.46664,-2.21133,4.26188,168.933,179.656,168.928,-0.869365,4.57913,-4.37241,6.39079,-27.9555,152.465,-68.1538,169.328,0.0807861,s20140924_123536_4874
19507243,4,-0.158684,0.0700336,0.0424661,0.497874,0.0733222,-0.0242599,400.0,0.503829,3.4432,-1.87972,-3.26986,5.10695,171.622,177.21,171.182,-1.12246,6.0653,-4.70407,7.75732,-21.9485,143.002,-22.7061,146.448,0.0799664,s20140924_123536_4874
19507244,5,-0.153537,0.0706659,0.042041,0.528748,0.0523543,-0.0626342,400.0,0.535013,2.147,-2.36551,-4.23906,5.308,174.345,173.244,171.223,-1.30833,7.43918,-4.82653,8.96374,-17.6721,119.098,-30.0431,124.094,0.0793341,s20140924_123536_4874
19507245,6,-0.148171,0.0710628,0.0411866,0.540814,0.026012,-0.109041,400.0,0.55231,0.1895,-2.94327,-4.73734,5.58043,177.246,168.601,168.289,-1.4759,8.44727,-5.30493,10.0835,-20.4768,79.9718,-68.0126,106.96,0.0789372,s20140924_123536_4874
19507246,7,-0.142788,0.0711655,0.0398538,0.532538,-0.00651112,-0.157381,400.0,0.555345,-1.59175,-3.5281,-4.71315,6.09876,179.299,163.536,163.523,-1.71787,9.03862,-6.18679,11.0871,-28.7045,36.2961,-91.8699,102.866,0.0788345,s20140924_123536_4874
19507247,8,-0.137572,0.0709141,0.0380471,0.508979,-0.0445499,-0.203304,400.0,0.549888,-2.70215,-3.99341,-4.3572,6.49878,174.998,158.227,157.76,-2.04999,9.17319,-7.14233,11.8052,-35.0921,-18.7166,-80.4442,89.7387,0.0790859,s20140924_123536_4874
19507248,9,-0.132632,0.0702619,0.0358033,0.478495,-0.0863794,-0.244525,400.0,0.544253,-3.0284,-4.29311,-3.8335,6.50367,169.767,152.932,151.543,-2.41971,8.66429,-7.79567,11.9037,-36.7326,-87.5214,-38.7559,102.525,0.0797381,s20140924_123536_4874
19507249,10,-0.128,0.0691792,0.0331758,0.448411,-0.130412,-0.279974,400.0,0.544486,-2.7306,-4.46988,-3.2262,6.15178,163.784,148.021,145.442,-2.78464,7.42277,-7.91745,11.2044,-35.5199,-153.768,16.185,158.645,0.0808208,s20140924_123536_4874
19507250,11,-0.123645,0.0676492,0.0302251,0.423883,-0.175777,-0.309049,400.0,0.55325,-2.059,-4.5636,-2.53835,5.6133,157.477,143.905,140.011,-3.13011,5.58892,-7.47197,9.84195,-32.6067,-194.692,66.0273,208.153,0.0823508,s20140924_123536_4874
19507251,12,-0.119496,0.0656619,0.0270195,0.407231,-0.221684,-0.330741,400.0,0.569535,-1.3165,-4.5339,-1.72055,5.02491,151.437,140.918,135.645,-3.43677,3.52893,-6.5969,8.2331,-29.4087,-197.877,95.1229,221.514,0.0843381,s20140924_123536_4874
19507252,13,-0.115477,0.0632193,0.0236402,0.397553,-0.266455,-0.34346,400.0,0.589077,-0.8302,-4.27095,-0.67805,4.40341,146.169,139.175,132.444,-3.71828,1.63138,-5.56951,6.8925,-32.5252,-172.744,94.6825,199.658,0.0867807,s20140924_123536_4874
19507253,14,-0.111536,0.0603465,0.0201899,0.390627,-0.307103,-0.344302,400.0,0.604521,-0.9205,-3.61565,0.7516,3.80594,141.826,138.607,130.254,-4.08728,0.074045,-4.70325,6.23153,-52.3867,-142.243,65.9615,165.313,0.0896535,s20140924_123536_4874
19507254,15,-0.10768,0.0571072,0.0168099,0.379143,-0.338768,-0.328428,400.0,0.605292,-1.8525,-2.3567,2.73695,4.05915,138.219,139.1,128.784,-4.76602,-1.21349,-4.25028,6.50018,-97.6287,-125.246,15.0991,159.518,0.0928928,s20140924_123536_4874
19507255,16,-0.104,0.0536251,0.0136979,0.353577,-0.354237,-0.289563,400.0,0.578228,-3.0123,-1.06785,4.69585,5.68025,134.947,140.684,127.697,-6.03985,-2.43088,-4.40127,7.85876,-131.899,-110.762,-27.6334,174.439,0.0963749,s20140924_123536_4874
19507256,17,-0.100639,0.0500544,0.0110726,0.318897,-0.360125,-0.234511,400.0,0.535146,-3.17595,-0.7561,5.4187,6.32619,131.525,143.67,126.577,-7.404,-3.42872,-4.80295,9.46803,-80.4068,-63.5961,-14.6905,103.564,0.0999456,s20140924_123536_4874
19507257,18,-0.0976029,0.0464115,0.00900194,0.290058,-0.369359,-0.181189,400.0,0.503378,-2.40745,-1.1089,4.79205,5.47624,128.143,148.008,125.185,-7.64799,-3.7028,-4.69508,9.70805,47.6442,15.0649,41.4733,64.9381,0.103588,s20140924_123536_4874
19507258,19,-0.0948059,0.0426548,0.00741278,0.270748,-0.382303,-0.13867,400.0,0.488559,-1.60665,-1.27515,3.61395,4.15547,125.306,152.88,123.654,-6.45111,-3.12742,-3.97348,8.19672,159.327,81.6547,81.6599,196.776,0.107345,s20140924_123536_4874
19507259,20,-0.0921663,0.0387667,0.00618602,0.257925,-0.394862,-0.10891,400.005,0.484048,-1.15925,-1.01315,2.37583,2.83106,123.153,157.108,122.198,-4.46144,-2.06971,-3.06188,5.79338,200.409,106.989,85.0257,242.569,0.111233,s20140924_123536_4874
19507260,21,-0.0896392,0.0347738,0.00519456,0.247563,-0.402566,-0.0911533,400.072,0.481306,-1.0498,-0.41415,1.31132,1.73008,121.59,159.786,120.954,-2.44293,-0.987642,-2.27297,3.47991,187.614,99.5663,70.5974,223.822,0.115226,s20140924_123536_4874
19507261,22,-0.087216,0.0307391,0.00433199,0.236929,-0.403145,-0.0826836,400.727,0.474866,-1.078,0.26595,0.457515,1.20089,120.443,160.762,119.93,-0.709162,-0.0783791,-1.64994,1.7976,169.927,87.5038,60.6592,200.528,0.119261,s20140924_123536_4874
19507262,23,-0.0849016,0.0267325,0.00351493,0.226003,-0.397247,-0.082003,405.116,0.464335,-1.03765,0.80755,-0.33966,1.35802,119.637,160.057,119.125,0.955603,0.762435,-1.05979,1.61791,176.561,87.6249,61.3675,206.441,0.123268,s20140924_123536_4874
19507263,24,-0.0826923,0.0228087,0.00266475,0.216176,-0.386994,-0.0894768,424.948,0.45222,-0.85575,1.1236,-1.22125,1.86715,119.188,157.515,118.557,2.82206,1.67412,-0.422588,3.30837,196.355,94.3994,65.4983,227.501,0.127191,s20140924_123536_4874
19507264,25,-0.0805696,0.0189991,0.0016938,0.208888,-0.374775,-0.106428,485.66,0.44206,-0.55265,1.22155,-2.20441,2.58012,119.134,153.001,118.199,4.8827,2.65042,0.25018,5.56131,193.881,90.5433,62.5826,222.945,0.131001,s20140924_123536_4874
19507265,26,-0.0785028,0.0153132,0.000502235,0.205123,-0.362563,-0.133565,612.304,0.437455,-0.2079,1.1469,-3.14195,3.35119,119.499,146.93,117.963,6.69969,3.48499,0.829064,7.59726,137.535,63.358,41.9724,157.137,0.134687,s20140924_123536_4874
19507266,27,-0.0764559,0.0117429,-0.00100605,0.20473,-0.351837,-0.169267,789.507,0.440857,0.03775,0.97695,-3.7771,3.90158,120.195,140.417,117.671,7.63341,3.91758,1.08963,8.64892,37.5181,21.3071,4.502,43.3805,0.138257,s20140924_123536_4874
19507267,28,-0.074403,0.00827006,-0.0028969,0.205878,-0.343024,-0.209107,939.855,0.451417,0.06265,0.80265,-3.943,4.02435,120.972,134.554,117.134,7.45005,3.91113,0.919104,8.46434,-53.1474,-11.6685,-31.0449,62.6465,0.14173,s20140924_123536_4874
19507268,29,-0.0723418,0.00487718,-0.00518545,0.205983,-0.335784,-0.248127,973.35,0.465561,-0.1184,0.67755,-3.7275,3.79043,121.527,129.698,116.26,6.57046,3.68421,0.468728,7.54746,-93.2998,-23.0164,-46.0494,106.561,0.144815,s20140924_123536_4874
19507269,30,-0.070292,0.00155128,-0.0078478,0.20351,-0.329473,-0.283657,871.306,0.480031,-0.3953,0.631,-3.34345,3.42536,121.703,125.658,115.084,5.58406,3.4508,-0.00188345,6.56428,-86.4595,-18.8463,-40.8733,97.4733,0.142152,s20140924_123536_4874
19507270,31,-0.0682815,-0.00171229,-0.0108446,0.198077,-0.323164,-0.314996,702.201,0.492841,-0.6884,0.69305,-2.94625,3.10397,121.505,122.163,113.698,4.84128,3.30729,-0.348738,5.87348,-58.9686,-9.9831,-27.6867,65.9054,0.139155,s20140924_123536_4874
19507271,32,-0.0663401,-0.00490785,-0.0141352,0.189742,-0.315612,-0.342582,552.36,0.502967,-0.9956,0.91795,-2.5126,2.8543,121.014,118.98,112.163,4.40468,3.25114,-0.555618,5.50271,-36.7517,-4.14378,-16.9546,40.6856,0.135865,s20140924_123536_4874
19507272,33,-0.0644974,-0.00801367,-0.0176799,0.178165,-0.304805,-0.365248,461.142,0.507991,-1.3748,1.36625,-1.8027,2.64697,120.307,116.003,110.532,4.10624,3.22441,-0.68783,5.26604,-27.2421,-0.405448,-12.9811,30.1796,0.13232,s20140924_123536_4874
19507273,34,-0.0627913,-0.0109849,-0.0214092,0.162246,-0.288287,-0.378636,420.054,0.502791,-1.8589,2.05585,-0.63255,2.84291,119.371,113.195,108.826,3.85984,3.24303,-0.815241,5.10688,-12.7917,9.64887,-13.011,20.6401,0.128591,s20140924_123536_4874
19507274,35,-0.0612703,-0.0137525,-0.0252055,0.140987,-0.263688,-0.377899,405.658,0.481888,-2.39805,2.9622,0.9286,3.9227,118.132,110.46,107.012,3.85041,3.41739,-0.948051,5.23479,29.6873,32.225,-12.2054,45.4836,0.124794,s20140924_123536_4874
19507275,36,-0.0599896,-0.0162252,-0.0289102,0.114285,-0.229043,-0.360064,401.489,0.441778,-2.87908,4.0102,2.643,5.59967,116.518,107.61,104.993,4.45359,3.88753,-1.05935,6.00579,124.841,73.8428,-9.30179,145.343,0.12109,s20140924_123536_4874
19507276,37,-0.0589985,-0.018297,-0.0323495,0.0834054,-0.183484,-0.325039,400.407,0.382457,-3.18339,5.06385,4.20685,7.3126,114.445,104.392,102.596,6.34723,4.89425,-1.13409,8.09488,326.98,156.689,-8.75943,362.691,0.117651,s20140924_123536_4874
19507277,38,-0.0583279,-0.019861,-0.035364,0.0506171,-0.127766,-0.275927,400.131,0.308256,-3.24608,5.93904,5.3633,8.63564,111.612,100.395,99.451,10.9932,7.02132,-1.23454,13.1024,775.101,334.122,-22.5502,844.35,0.114636,s20140924_123536_4874
19507278,39,-0.057984,-0.0208278,-0.0378379,0.0184838,-0.0647031,-0.217773,400.055,0.227932,-3.04646,6.43621,6.02985,9.33085,105.943,94.8514,94.6514,21.8492,11.5767,-1.58509,24.7774,1608.67,642.634,-75.4328,1733.92,0.112162,s20140924_123536_4874
19507279,40,-0.0579471,-0.0211464,-0.0397052,-0.0103122,0.000958127,-0.15533,400.033,0.155675,-2.67501,6.51334,6.07301,9.29842,5.30823,86.2018,86.2018,43.1666,19.874,-2.74319,47.601,1590.43,565.773,-116.989,1692.11,0.110295,s20140924_123536_4874
19507280,41,-0.0581766,-0.0208122,-0.0409559,-0.0350165,0.0655637,-0.0963129,400.028,0.121659,-2.25718,6.16239,5.13275,8.33157,61.8941,70.0202,73.2722,53.6578,22.8921,-3.92486,58.4689,-405.792,-282.385,-30.6397,495.326,0.109044,s20140924_123536_4874
19507281,42,-0.0586332,-0.019855,-0.0416827,-0.0554559,0.124206,-0.052675,400.035,0.145867,-1.82459,5.34276,3.32705,6.55313,65.94,43.5268,67.6551,35.0507,14.2263,-3.35599,37.9763,-2069.49,-904.94,110.936,2261.42,0.108317,s20140924_123536_4874
19507282,43,-0.0592711,-0.0183628,-0.0420785,-0.0715084,0.172419,-0.0297718,400.054,0.189019,-1.46313,4.28215,1.42788,4.74514,67.4744,22.6039,67.7707,12.2679,4.79334,-1.70614,13.2811,-1665.06,-677.852,151.68,1804.14,0.107922,s20140924_123536_4874
19507283,44,-0.0600539,-0.0164426,-0.0423357,-0.0847185,0.209849,-0.0241175,400.097,0.227586,-1.24737,3.22725,-0.06314,3.4605,68.0155,15.8905,68.1457,1.74953,0.669255,-0.322398,1.90071,-758.137,-293.559,123.675,822.34,0.107664,s20140924_123536_4874
19507284,45,-0.0609606,-0.0142002,-0.0426028,-0.0964558,0.236964,-0.0310346,400.179,0.257718,-1.13328,2.22985,-1.13483,2.7467,67.8513,17.8356,68.0209,-2.89483,-1.07784,0.767358,3.18286,-356.539,-131.713,99.2935,392.845,0.107397,s20140924_123536_4874
19507285,46,-0.0619803,-0.0117354,-0.0429859,-0.107384,0.254446,-0.0468141,400.312,0.280117,-1.06751,1.3072,-1.90112,2.54217,67.1188,23.5548,67.4584,-5.38125,-1.965,1.66347,5.96541,-207.065,-70.8695,86.4447,235.31,0.107014,s20140924_123536_4874
19507286,47,-0.0631066,-0.00914067,-0.0435606,-0.117806,0.263108,-0.069057,400.483,0.296434,-1.0419,0.46495,-2.4643,2.7156,65.8797,30.3785,66.5836,-7.03613,-2.49523,2.49625,7.87175,-144.453,-40.4624,87.8673,173.852,0.106439,s20140924_123536_4874
19507287,48,-0.0643364,-0.00649998,-0.044383,-0.128222,0.263745,-0.0961001,400.632,0.308606,-1.08265,-0.3135,-2.86295,3.07683,64.0729,36.8509,65.45,-8.2703,-2.77425,3.42082,9.36997,-106.55,-11.6498,103.87,149.257,0.105617,s20140924_123536_4874
19507288,49,-0.0656738,-0.00389092,-0.0454932,-0.139459,0.256838,-0.126316,400.678,0.318387,-1.2268,-1.0669,-3.0847,3.48693,61.4987,42.1689,64.0226,-9.16712,-2.72822,4.57366,10.6018,-73.1843,29.0943,131.728,153.475,0.104507,s20140924_123536_4874
19507289,50,-0.0671325,-0.00138831,-0.0469136,-0.152758,0.242407,-0.157794,400.588,0.327101,-1.5084,-1.8496,-3.08155,3.89772,57.782,45.929,62.1599,-9.73399,-2.19236,6.05537,11.6715,-45.0508,82.9619,163.134,188.481,0.103086,s20140924_123536_4874
19507290,51,-0.0687408,0.000930114,-0.0486446,-0.169627,0.219846,-0.187947,400.413,0.335305,-1.9071,-2.71785,-2.8081,4.34847,52.3472,47.9329,59.6097,-10.0681,-1.06898,7.83634,12.8031,-30.6559,137.072,182.966,230.662,0.101355,s20140924_123536_4874
19507291,52,-0.0705397,0.00297783,-0.0506587,-0.1909,0.18805,-0.213956,400.239,0.342903,-2.2879,-3.7049,-2.21735,4.88645,44.5691,48.2594,56.171,-10.3471,0.549076,9.71469,14.2035,-30.6831,176.366,180.518,254.23,0.0993413,s20140924_123536_4874
19507292,53,-0.0725695,0.00465609,-0.0528982,-0.215385,0.145748,-0.232294,400.118,0.348703,-2.39885,-4.77234,-1.20925,5.47649,34.0857,47.1631,51.8535,-10.6818,2.45834,11.4467,15.8484,-41.3308,198.331,162.477,259.696,0.0971018,s20140924_123536_4874
19507293,54,-0.0748441,0.00585665,-0.0552629,-0.238877,0.0926032,-0.238141,400.053,0.349784,-1.93305,-5.75973,0.33545,6.08471,21.1894,44.9116,46.9272,-11.1737,4.5157,12.9642,17.7007,-75.8796,226.928,161.975,288.946,0.0947371,s20140924_123536_4874
19507294,55,-0.0773193,0.00647847,-0.0575996,-0.254046,0.0305534,-0.225585,400.023,0.341118,-0.5923,-6.41444,2.54165,6.92502,6.85786,41.6041,41.8628,-12.1994,6.9969,14.6862,20.3339,-195.407,317.286,257.723,453.073,0.0924004,s20140924_123536_4874
19507295,56,-0.0798634,0.00645375,-0.0596889,-0.250723,-0.0356856,-0.187308,400.011,0.314992,0.95075,-6.86407,4.87235,8.47108,8.10054,36.7624,37.2533,-15.0819,10.8614,18.1187,25.9561,-328.205,390.618,369.749,630.091,0.0903111,s20140924_123536_4874
19507296,57,-0.0822925,0.00574875,-0.0612762,-0.235031,-0.106728,-0.128138,400.006,0.288184,1.34195,-7.52682,6.18301,9.83278,24.4229,28.599,35.3572,-18.7635,14.8093,22.0812,32.5417,-130.881,164.117,137.902,251.16,0.0887238,s20140924_123536_4874
19507297,58,-0.0845792,0.00429103,-0.0622339,-0.223884,-0.186222,-0.0636477,400.004,0.298083,0.69395,-7.99595,5.99288,10.0166,39.753,15.8699,41.3161,-17.6995,14.1437,20.8767,30.8084,364.876,-287.329,-384.38,602.86,0.0877661,s20140924_123536_4874
19507298,59,-0.0867983,0.00202121,-0.0625795,-0.221152,-0.266647,-0.00828032,400.003,0.346522,-0.0302,-7.60885,4.71855,8.95323,50.3283,2.14425,50.3419,-11.466,9.06268,14.3936,20.5128,604.527,-483.77,-632.19,999.576,0.0874205,s20140924_123536_4874
